Rank,Fitness,Chromosome
0,0.984999,"[['tdg', '-', 'crx(1,1.5678625585192754)'], ['-', 'crx(0,1.5688440650448652)', 'crx(0,0.7881653844957277)'], ['h', 'h', 'h']]"
1,0.984998,"[['rz(1.120047731855554)', '-', 'crx(1,1.5687357105606425)'], ['-', 'crx(0,1.5677317664042927)', 'crx(0,0.786989176716861)'], ['h', 'h', 'h']]"
2,0.984997,"[['rz(0.8780424725319312)', '-', 'crx(1,1.5755443686255035)'], ['-', 'crx(0,1.5718286489936766)', 'crx(0,0.7815000290696293)'], ['h', 'h', 'h']]"
3,0.984996,"[['tdg', '-', 'crx(1,1.566653034270609)'], ['-', 'crx(0,1.5731023870028684)', 'crx(0,0.7907119955956172)'], ['h', 'h', 'h']]"
4,0.984995,"[['tdg', '-', 'crx(1,1.5674535760496127)'], ['-', 'crx(0,1.565628447643685)', 'crx(0,0.7897857944523266)'], ['h', 'h', 'h']]"
5,0.984991,"[['rz(0.7145842918598505)', '-', 'crx(1,1.5684252775468785)'], ['-', 'crx(0,1.5742698229272445)', 'crx(0,0.7789032133087606)'], ['h', 'h', 'h']]"
6,0.984990,"[['rz(0.9917027590621553)', '-', 'crx(1,1.5728048424976602)'], ['-', 'crx(0,1.562858886932158)', 'crx(0,0.7882175602819945)'], ['h', 'h', 'h']]"
7,0.984989,"[['w', 'z', 'crx(1,1.574740390969198)'], ['-', 'crx(0,1.575210419176924)', 'crx(0,0.7907516103080724)'], ['h', 'h', 'h']]"
8,0.984988,"[['-', 'cz(0)', 'crx(1,1.5670338225363591)'], ['-', 'crx(0,1.5640441698388943)', 'crx(0,0.7936003876113642)'], ['h', 'h', 'h']]"
9,0.984988,"[['rz(0.7227551225481371)', '-', 'crx(1,1.5597611420919761)'], ['-', 'crx(0,1.572361813306369)', 'crx(0,0.79329578477407)'], ['h', 'h', 'h']]"
